0.1897366596 -2.054 0.0131761569 0.005 0.036 0.005
0.2097617696 -1.478 0.0119182824 0.005 0.044 0.005
0.228035085 -1.02 0.0109632252 0.005 0.052 0.005
0.242899156 -0.528 0.0102923371 0.005 0.059 0.005
0.2664582519 0.071 0.0093823328 0.005 0.071 0.005
0.2863564213 0.526 0.0087303787 0.005 0.082 0.005
0.3098386677 1.005 0.0080687153 0.005 0.096 0.005
0.3478505426 1.504 0.0071869947 0.005 0.121 0.005
0.4049691346 2.028 0.00617331 0.005 0.164 0.005
0.4847679857 2.533 0.0051571062 0.005 0.235 0.005
0.5674504384 3.002 0.0044056711 0.005 0.322 0.005
0.6418722614 3.534 0.003894856 0.005 0.412 0.005
0.7056911506 4.019 0.0035426263 0.005 0.498 0.005
