-5.13 23050.1 0.05 33.9493465432
-4.74 22991.9 0.05 33.9064575376
-4.32 22880.2 0.05 33.8239907515
-3.93 22824.5 0.05 33.7827928949
-3.52 22760.1 0.05 33.7350974834
-3.08 22558.9 0.05 33.5856500666
-2.67 22363.3 0.05 33.439722064
-2.17 21925.7 0.05 33.1109207609
-1.71 21221.5 0.05 32.5748374548
-1.6 21000.9 0.05 32.405078364
-1.52 20881.9 0.05 32.313133636
-1.15 19643.1 0.05 31.3399678548
-0.86 18284 0.05 30.236293266
-0.39 16283.3 0.05 28.5340413294
0.83 16558.3 0.05 28.7739885614
0.9 18720.3 0.05 30.594934956
1.19 20005.8 0.05 31.6279942962
1.56 21100.4 0.05 32.4817567673
1.69 21320.5 0.05 32.6507343925
1.77 21424.3 0.05 32.7301222128
2.28 22121.2 0.05 33.2582160488
2.76 22526.2 0.05 33.5612982909
4.37 22709.9 0.05 33.69787195
5.96 22893.7 0.05 33.8339683181
6.88 22962.6 0.05 33.8848451096
8.08 23026.5 0.05 33.9319616582
10.12 23103.8 0.05 33.9888713928
10.5 23189.1 0.05 34.051560514
