-5.09 27846.1 0.05 37.3146424414
-4.7 27824.7 0.05 37.3003005537
-4.31 27855.7 0.05 37.3210743951
-3.9 27935.3 0.05 37.3743633805
-3.46 27847.8 0.05 37.3157815139
-3.06 27893.7 0.05 37.3465233435
-2.82 27915.8 0.05 37.3613159456
-2.63 27894.4 0.05 37.3469919773
-2.38 27864.8 0.05 37.3271703282
-2.15 27899.4 0.05 37.3503391906
-2.04 27879.1 0.05 37.3367476412
-1.9 27835.3 0.05 37.3074051683
-1.69 27868.5 0.05 37.3296486098
-1.56 27824.7 0.05 37.3003005537
-1.53 27928 0.05 37.3694794895
-1.15 27882 0.05 37.3386895939
-0.86 27894 0.05 37.3467241873
0.89 27972.3 0.05 37.3991075422
1.19 27858.1 0.05 37.3226822103
1.58 27551.3 0.05 37.1165853415
1.72 27257.5 0.05 36.9181431972
1.77 27153.2 0.05 36.8474385762
2.03 26318.8 0.05 36.2768420335
2.17 25596.7 0.05 35.7756973252
2.26 25276.4 0.05 35.5511447022
2.51 24906.6 0.05 35.2901124095
2.76 25480.9 0.05 35.6946764606
2.95 26187.1 0.05 36.1859582769
3.18 26853.2 0.05 36.6433092042
3.59 27406.9 0.05 37.019185753
4.02 27670.6 0.05 37.1968623167
7.07 27775.9 0.05 37.2675750494
9.22 27863.4 0.05 37.3262325571
10.08 27907 0.05 37.3554263804
