-5.09 13227.2 0.05 25.7172606605
-4.72 13153.8 0.05 25.6458047689
-4.32 13200.2 0.05 25.6909989009
-3.93 13194.4 0.05 25.6853539827
-3.53 13175.5 0.05 25.6669507223
-3.28 13141 0.05 25.6333234012
-3.08 13140.2 0.05 25.6325431139
-2.98 13168.4 0.05 25.6600339181
-2.9 13141.6 0.05 25.633908601
-2.77 13154 0.05 25.6459997421
-2.63 13196.7 0.05 25.6875926332
-2.42 13174.4 0.05 25.6658792267
-2.15 13164 0.05 25.655746512
-2.05 13141.5 0.05 25.6338110686
-1.89 13154.9 0.05 25.6468771031
-1.72 13134 0.05 25.6264950822
-1.7 13212.9 0.05 25.7033549964
-1.68 13137.3 0.05 25.6297143735
-1.55 13160.4 0.05 25.6522381014
-1.53 13144.4 0.05 25.6366393571
-1.45 13152.4 0.05 25.6444399152
-1.23 13178.4 0.05 25.6697753598
1.26 13003.7 0.05 25.499057034
1.58 12687.4 0.05 25.1870223927
1.59 12678.8 0.05 25.1784843705
1.65 12598.8 0.05 25.0989217493
1.76 12446 0.05 24.9462520289
1.77 12428.3 0.05 24.9285066994
1.79 12412.8 0.05 24.9129566242
2 11857.7 0.05 24.3495186914
2.15 11378.6 0.05 23.852524966
2.26 11059.8 0.05 23.515999488
2.53 10854 0.05 23.2961752426
2.73 11222 0.05 23.6878152924
3 11820.3 0.05 24.3110874284
3.28 11542.5 0.05 24.0237033559
3.53 12038 0.05 24.5339456946
4.34 12204.2 0.05 24.7027305019
5.11 12514.2 0.05 25.0145090002
6.92 12651.7 0.05 25.151560718
7.33 12797.3 0.05 25.2958766816
8.95 12974.8 0.05 25.470705419
9.69 13002.6 0.05 25.4979784838
10.49 13162.5 0.05 25.6542847326
