3.1062433594 0.8198502207 0.0107079727 0.0358727535
3.151118251 0.8982819891 0.0098356199 0.0326054367
3.1806813734 0.9851733275 0.0093165624 0.0307096688
3.2109195198 1.0543050637 0.0088280546 0.0290282948
3.2423656001 1.156852006 0.0083626119 0.0274486316
3.2828837682 1.2530237917 0.0078222948 0.0257367892
3.3139439844 1.3841470748 0.0074500563 0.0245506254
3.3456421394 1.4746345471 0.0071048806 0.0235277964
3.3557141073 1.4947413658 0.0070021385 0.0232575848
3.3262938038 1.4094313375 0.0073115428 0.0241443172
3.2935640756 1.3099854977 0.0076903469 0.0252988823
3.2674758461 1.1941858984 0.0080202053 0.0263806809
3.2171140492 1.0719327064 0.0087330245 0.028706139
3.1610918796 0.9505718621 0.0096557595 0.0319029959
3.1214903939 0.8542449545 0.0103996639 0.0346786389
