800 0.067 0.1 0.005
900 0.081 0.1 0.005
1000 0.105 0.1 0.005
1100 0.119 0.1 0.005
1200 0.133 0.1 0.005
1300 0.144 0.1 0.005
1400 0.164 0.1 0.005
1500 0.179 0.1 0.005
1600 0.195 0.1 0.005
1700 0.209 0.1 0.005
1800 0.223 0.1 0.005
1900 0.236 0.1 0.005
2000 0.249 0.1 0.005
