1277.154269 0.945542 13.6757330567 0.0092617021
1416.179329 1.299984 13.9290016115 0.0115066633
1515.937769 1.734551 14.1233287798 0.0139825767
1625.247549 2.22224 14.3477741433 0.0165123015
1747.292449 3.080448 14.6119287108 0.0205187232
1918.155309 4.309356 15.004376309 0.0256175296
2060.364149 6.35202 15.3498289543 0.0330344551
2216.369369 8.5312 15.7470397878 0.0400423904
2268.371109 9.18255 15.8834487326 0.0429942438
2119.794709 6.964832 15.4989697943 0.0350803168
1965.912009 5.0616 15.1185452758 0.0284777878
1851.295929 3.604332 14.8477733567 0.0227726289
1648.595269 2.3562 14.3972229512 0.0171900814
1449.078389 1.51097 13.9919524904 0.0127550274
1322.788449 1.073088 13.7565552151 0.0101042565
