some_index,dist
0,-0.636125013226
1,-0.525241733602
2,-0.960206152509
3,-0.727631534272
4,0.0598852550356
5,-0.823379969516
6,-0.635783920332
7,-0.797981795258
8,-0.661167709999
9,-0.475852440723
10,-0.863471770559
11,-0.957800675486
12,-0.654942258044
13,-0.764400723857
14,-0.364233730006
15,-0.359575825557
16,-0.893663821551
17,-0.850979215502
18,-0.651048345273
19,-1.03568632673
20,-0.635907677164
21,-0.72962698296
22,-0.891309844015
23,-0.552539892141
24,-0.639683258212
25,-0.991629472962
26,-0.72123277545
27,-0.342931050523
28,-0.861734801373
29,-0.604983263981
30,-0.848187605793
31,-0.692718716149
32,-0.750683257873
33,-0.924383780491
34,-0.675721552798
35,-1.01178930519
36,-0.989752502363
37,-0.789954894964
38,-0.790399639925
39,-0.027953587922
40,-0.636340720003
41,-0.329694128052
42,-0.837704977554
43,-0.867335540907
44,-0.814950525654
45,-0.561755113728
46,-0.81087621002
47,-0.653740646365
48,-0.986813374132
49,-0.716492573706
50,-0.767548324775
51,0.0851659840266
52,-0.908707317409
53,-0.815603965563
54,-0.878017326186
55,-0.734286196758
56,-0.635211141317
57,1.05335748129
58,-0.846829389962
59,-0.698708210533
60,-0.635795964609
61,-0.959715833206
62,-0.982148848036
63,-0.635783930283
64,-0.671133501755
65,-0.634155546076
66,-0.243531053715
67,-0.764669966664
68,-0.859763972627
69,-0.87311925596
70,-0.88546505413
71,-0.331744418316
72,-0.841129901931
73,-0.594882918096
74,-0.63886751263
75,-0.636594339981
76,-0.942509572418
77,-0.880680126498
78,-0.324448345283
79,-0.108624222257
80,-0.782343702202
81,-0.825324693483
82,-0.670568969003
83,-0.991228489771
84,-0.907747548699
85,-0.845333614183
86,-0.126857388201
87,-0.790805139503
88,-0.650800500157
89,-0.664573239851
90,-0.636135861406
91,-0.700332591168
92,-0.647445991635
93,-0.635783930283
94,-0.7362170366
95,-0.771765833777
96,-0.268951864315
97,-0.896167240317
98,-0.089979563592
99,-0.975839887702
100,-0.176385446406
101,-0.731676397064
102,-0.895803829606
103,-0.168434414352
104,-0.821025680816
105,-1.0501022572
106,-0.706196658119
107,-0.820914028028
108,-0.776084792994
109,0.0596166385345
110,-0.636253029333
111,-0.635783930283
112,-0.24566188294
113,-0.865405273098
114,-0.80941182646
115,-0.835621300968
116,-0.690987253327
117,-0.660275007374
118,-0.797290606673
119,-0.718797524782
120,-0.948515316503
121,0.260145654086
122,-0.91995939308
123,-0.637818903414
124,-0.544746799495
125,-0.42109297343
126,-0.937784185569
127,-0.725022331899
128,-0.853867880597
129,-0.751122143747
130,-0.77190919992
131,-0.639159741688
132,-0.942565991586
133,0.801781523448
134,-0.821335014229
135,-0.682609629029
136,-0.636090913908
137,-0.584965560297
138,-0.631484223714
139,-0.689425336432
140,-0.879050894392
141,-0.808979439649
142,-0.709260303768
143,-0.72343840215
144,-0.718944651275
145,-0.478331278735
146,-0.955667375726
147,-0.993838766477
148,-0.860818181426
149,-0.635783930283
150,-0.636304471748
151,-0.471373958152
152,-0.847536877582
153,-0.635908321338
154,-0.746539690925
155,-0.668455820785
156,-0.662333894275
157,-0.89818544556
158,-0.633575338585
159,-0.771027685375
160,0.162661350904
161,-0.877605661918
162,-0.941377647848
163,0.626973384414
164,-0.687201214104
165,-0.894837810956
166,-0.64859884116
167,-0.878868092134
168,-0.976889874024
169,-0.787494379839
170,-0.93833620692
171,-0.979851325956
172,-0.935944991863
173,-0.831314256885
174,-0.842311281635
175,-0.635855204225
176,-0.795931106915
177,-0.342236180518
178,-0.837263597677
179,-0.593884382958
180,-0.579812837436
181,-0.920213380171
182,-0.61766368201
183,-0.897896474004
184,-0.729876587977
185,-0.670875656179
186,-0.642791278903
187,-0.891323100146
188,-0.666952233657
189,-0.928748416352
190,0.193642574757
191,-0.635783930298
192,0.0171919689465
193,0.0714288748006
194,-0.736618249372
195,-0.365677179997
196,-0.635795210743
197,-0.524074271455
198,-0.921730955279
199,-0.794040715572
200,-0.635783865774
201,-0.870558253893
202,-0.642005001947
203,-0.868784873444
204,-0.658598841082
205,-0.942892119781
206,-0.53364640837
207,-0.728972009916
208,-0.914073410973
209,-0.762887964427
210,-0.725821522818
211,-0.436943674761
212,-0.278533812871
213,-0.706702704065
214,-0.621540076794
215,-0.334989445065
216,-0.641580576909
217,-0.0530588408164
218,-0.668843310042
219,-0.635783930283
220,-0.635717253273
221,-0.637915266202
222,-0.626765665495
223,-0.7146921067
224,-0.892537852159
225,0.740452970686
226,-0.756040878254
227,-0.571672203361
228,-0.912892441945
229,-0.631822909263
230,-0.654792788996
231,-0.646773412912
232,-0.869465617682
233,-0.926468170356
